地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
豊平区(1) 水車町○丁目,札幌センター1,金 火,20230918 20231016 20231113 20240506 20240603 20240701 20240729 20240826 20240923,20230904 20231002 20231030 20231127 20231225 20240129 20240226 20240325 20240422 20240520 20240617 20240715 20240812 20240909,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
豊平区(2) 中の島○条○丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(2) 平岸○条○丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(2) 美園○条○丁目,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(2) 月寒西1条2丁目1番（望月寒川沿いのみ）,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(2) 月寒西2条4丁目1番,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(2) 月寒中央通1丁目1番（望月寒川沿いのみ）,札幌センター1,金 火,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
豊平区(3) 西岡○条○丁目、○番地,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
豊平区(3) 福住○条○丁目,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
豊平区(3) 羊ヶ丘（森林総合研究所公務員宿舎のみ）,札幌センター1,金 火,20230921 20231019 20231116 20240509 20240606 20240704 20240801 20240829 20240926,20230907 20231005 20231102 20231130 20231228 20240201 20240229 20240328 20240425 20240523 20240620 20240718 20240815 20240912,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
豊平区(4) 月寒東○条○丁目,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
豊平区(4) 月寒西○条○丁目（月寒西1条2丁目1番の望月寒川沿い・月寒西2条4丁目1番を除く）,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
豊平区(4) 月寒中央通○丁目（月寒中央通1丁目1番の望月寒川沿いを除く）,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
豊平区(4) 羊ヶ丘（北海道農業研修センター宿舎・動物衛生研究所宿舎のみ）,札幌センター1,月 木,20230919 20231017 20231114 20240507 20240604 20240702 20240730 20240827 20240924,20230905 20231003 20231031 20231128 20231226 20240130 20240227 20240326 20240423 20240521 20240618 20240716 20240813 20240910,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
清田区(1) 北野○条○丁目,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
清田区(1) 清田○条○丁目、○番地,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
清田区(1) 真栄○条○丁目、○番地,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
清田区(1) 有明○番地,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
清田区(1) 美しが丘1条～3条の1丁目・2丁目,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
清田区(1) 美しが丘3条3丁目1番・2番,札幌センター1,月 木,20230920 20231018 20231115 20240508 20240605 20240703 20240731 20240828 20240925,20230906 20231004 20231101 20231129 20231227 20240131 20240228 20240327 20240424 20240522 20240619 20240717 20240814 20240911,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
清田区(2) 平岡○条○丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
清田区(2) 平岡公園東○丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
清田区(2) 里塚○条○丁目、○番地,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
清田区(2) 里塚緑ヶ丘○丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
清田区(2) 美しが丘1条～3条の3丁目～10丁目（美しが丘3条3丁目1番・2番を除く）,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
清田区(2) 美しが丘4条・5条の○丁目,札幌センター1,月 木,20230922 20231020 20231117 20240510 20240607 20240705 20240802 20240830 20240927,20230908 20231006 20231103 20231201 20231229 20240202 20240301 20240329 20240426 20240524 20240621 20240719 20240816 20240913,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
北区(1) 北6条～31条の西○丁目,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
北区(1) 北32条西2丁目～12丁目,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
北区(1) 北33条西2丁目～8丁目,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,火,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,金
北区(2) 新川○条○丁目、○番地,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
北区(2) 新川西○条○丁目,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
北区(2) 新琴似1条～3条の12丁目・13丁目,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
北区(2) 新琴似4条～10条の12丁目～17丁目,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
北区(2) 新琴似11条・12条の14丁目～17丁目,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
北区(2) 新琴似町○番地,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,金,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,水
北区(3) 新琴似1条～10条の1丁目～11丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
北区(3) 新琴似11条・12条の1丁目～13丁目,札幌センター1,月 木,20230908 20231006 20231103 20231201 20240524 20240621 20240719 20240816 20240913,20230922 20231020 20231117 20231215 20240119 20240216 20240315 20240412 20240510 20240607 20240705 20240802 20240830 20240927,水,20230901 20230915 20230929 20231013 20231027 20231110 20231124 20231208 20231222 20240112 20240126 20240209 20240223 20240308 20240322 20240405 20240419 20240503 20240517 20240531 20240614 20240628 20240712 20240726 20240809 20240823 20240906 20240920,火
北区(4) 屯田○条○丁目,札幌センター1,金 火,20230904 20231002 20231030 20231127 20240520 20240617 20240715 20240812 20240909,20230918 20231016 20231113 20231211 20240115 20240212 20240311 20240408 20240506 20240603 20240701 20240729 20240826 20240923,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
北区(4) 屯田町○番地,札幌センター1,金 火,20230904 20231002 20231030 20231127 20240520 20240617 20240715 20240812 20240909,20230918 20231016 20231113 20231211 20240115 20240212 20240311 20240408 20240506 20240603 20240701 20240729 20240826 20240923,水,20230911 20230925 20231009 20231023 20231106 20231120 20231204 20231218 20240108 20240122 20240205 20240219 20240304 20240318 20240401 20240415 20240429 20240513 20240527 20240610 20240624 20240708 20240722 20240805 20240819 20240902 20240916 20240930,木
北区(5) 麻生町○丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(5) 北32条西13丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(5) 北33条西9丁目～12丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(5) 北34条～40条の西○丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(5) 太平○条○丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(5) 篠路町太平○番地,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(5) 百合が原○丁目,札幌センター1,金 火,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,木,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,月
北区(6) 篠路○条○丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 篠路町篠路○番地,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 篠路町福移○番地,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 篠路町上篠路○番地,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 西茨戸○条○丁目、○番地,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 東茨戸○条○丁目、○番地,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 拓北○条○丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 篠路町拓北○番地,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) あいの里○条○丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
北区(6) 南あいの里○丁目,札幌センター1,金 火,20230907 20231005 20231102 20231130 20240523 20240620 20240718 20240815 20240912,20230921 20231019 20231116 20231214 20240118 20240215 20240314 20240411 20240509 20240606 20240704 20240801 20240829 20240926,月,20230914 20230928 20231012 20231026 20231109 20231123 20231207 20231221 20240111 20240125 20240208 20240222 20240307 20240321 20240404 20240418 20240502 20240516 20240530 20240613 20240627 20240711 20240725 20240808 20240822 20240905 20240919,水
東区(1) 北34条～51条の東1丁目～15丁目,札幌センター1,月 木,20230905 20231003 20231031 20231128 20240521 20240618 20240716 20240813 20240910,20230919 20231017 20231114 20231212 20240116 20240213 20240312 20240409 20240507 20240604 20240702 20240730 20240827 20240924,水,20230912 20230926 20231010 20231024 20231107 20231121 20231205 20231219 20240109 20240123 20240206 20240220 20240305 20240319 20240402 20240416 20240430 20240514 20240528 20240611 20240625 20240709 20240723 20240806 20240820 20240903 20240917,金
東区(2) 北34条～49条の東16丁目～30丁目,札幌センター1,月 木,20230906 20231004 20231101 20231129 20240522 20240619 20240717 20240814 20240911,20230920 20231018 20231115 20231213 20240117 20240214 20240313 20240410 20240508 20240605 20240703 20240731 20240828 20240925,金,20230913 20230927 20231011 20231025 20231108 20231122 20231206 20231220 20240110 20240124 20240207 20240221 20240306 20240320 20240403 20240417 20240501 20240515 20240529 20240612 20240626 20240710 20240724 20240807 20240821 20240904 20240918,火
